mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0								Andantedolorosoemoltocantabile	80.0	1.0			
1	1	0	0	0.0	0	0	Dynamic	4/4	1	1	0					p								
1	1	1	1	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	0							0		
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1							0		
1	1	0	0	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	2									
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	3									
1	1	0	0	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	4									
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	5									
2	2	4	4	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	6							0, 1		
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	7							0, 1		
2	2	5	5	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	8							0, 1		
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	9									
2	2	6	6	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	10							2		
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	11							2		
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	12									
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	13									
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	14									
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	15							3		
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	16							4		
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	17							4		
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	18									
3	3	9	9	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	19		articAccentAbove					5		
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	20							5		
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	21									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	22									
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	23									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	24									
3	3	8	8	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	25									
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	26									
4	4	12	12	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	27							6		
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	28							6		
4	4	13	13	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	29							6		
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	30									
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	31							7		
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	32									
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	33									
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	34									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	35									
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	36									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	37									
4	4	12	12	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	38									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	39									
5	5	49/3	49/3	0.0	1/12	1/12	StaffText	4/4	1	1	0							poco cresc.						
5	5	49/3	49/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	40		articTenutoBelow							
5	5	50/3	50/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	41		articTenutoBelow							
5	5	17	17	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	42		articTenutoAbove							
5	5	52/3	52/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	43		articTenutoAbove							
5	5	53/3	53/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	44		articTenutoAbove							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	45		articAccentAbove							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	46									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	47									
5	5	16	16	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	48									
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	49									
6	6	20	20	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	50									
6	6	61/3	61/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	51		articTenutoAbove							
6	6	62/3	62/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	52		articTenutoAbove							
6	6	21	21	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	53		articTenutoAbove							
6	6	64/3	64/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	54		articTenutoAbove							
6	6	65/3	65/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	55		articTenutoAbove							
6	6	22	22	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	56		articAccentAbove					8		
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	57									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	58									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	59									
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	60									
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	61									
7	7	24	24	0.0	0	0	Spanner	4/4	1	1	0													0
7	7	24	24	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	62							9		0
7	7	73/3	73/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	63							9		0
7	7	74/3	74/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	64									0
7	7	25	25	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	2/3	65									0
7	7	25	25	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/16	2/3	66									0
7	7	25	25	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	67							10		0
7	7	76/3	76/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	68							10		0
7	7	77/3	77/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	69									0
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	70		articAccentAbove					11		0
7	7	27	27	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	71							11		0
7	7	82/3	82/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	72							11		0
7	7	83/3	83/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	73							11		0
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	74									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	75									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	76									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	77									
8	8	28	28	0.0	0	0	StaffText	4/4	1	1	0							dim.						
8	8	28	28	0.0	0	0	Spanner	4/4	1	1	0													
8	8	28	28	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	78									
8	8	85/3	85/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	79		articAccentAbove					12		
8	8	86/3	86/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	80							12		
8	8	29	29	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	81							12		
8	8	88/3	88/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	82		articAccentAbove					12		
8	8	89/3	89/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	83							12		
8	8	30	30	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	84							12		
8	8	91/3	91/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	85		articAccentBelow					12		
8	8	92/3	92/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	86							12		
8	8	31	31	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	87							12		
8	8	95/3	95/3	0.0	11/12	11/12	Chord	4/4	1	1	0	grace16	1/16	2/3	88							12		
8	8	95/3	95/3	0.0	11/12	11/12	Chord	4/4	1	1	0	grace16	1/16	2/3	89							12		
8	8	95/3	95/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	90							12		
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	91									
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	92									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	93									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	94									
9	9	32	32	0.0	0	0	Dynamic	4/4	1	1	0					p								
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	95									
9	9	65/2	65/2	0.0	1/8	1/8	StaffText	4/4	1	1	0							marcato						
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	96							13		
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	97							13		
9	9	69/2	69/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	98							13		
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	99							13		
9	9	33	33	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	100							14		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	101							14		
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	102									
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	103									
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	104							13		
10	10	73/2	73/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	105							13		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	106							13		
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	107							13		
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	108							13		
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	109							13		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	110							13		
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	111							14		
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	112							14		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	113							14		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	114							15		
10	10	38	38	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	115							16		
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	116							16		
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	117									
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	118									
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	119									
11	11	81/2	81/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	120							17		
11	11	83/2	83/2	1.0	3/8	3/8	Chord	4/4	1	1	1/4		1/4	1	121							17		
11	11	85/2	85/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	122							17		
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	123							17		
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	124									
11	11	41	41	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	125		articAccentAbove					18		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	126							18		
11	11	40	40	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	127									
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	128									
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	129							17		
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	130							17		
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	131							17		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	132							17		
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	133							17		
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	134							17		
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	135							17		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	136									
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	137									
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	138							19		
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	139							19		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	140									
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	141							20		
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	142									
12	12	44	44	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	143									
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	144									
13	13	145/3	145/3	0.0	1/12	1/12	StaffText	4/4	1	1	0							poco più						
13	13	145/3	145/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	145		articTenutoAbove							
13	13	146/3	146/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	146		articTenutoAbove							
13	13	49	49	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	147		articTenutoAbove							
13	13	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	148		articTenutoAbove							
13	13	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	149		articTenutoAbove							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	150									
13	13	49	49	0.0	1/4	1/4	Dynamic	4/4	2	1	0					f								
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	151		articAccentAbove					21		
13	13	50	50	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	152							21		
13	13	151/3	151/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	153							21		
13	13	152/3	152/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	154							21		
13	13	51	51	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	155							21		
13	13	155/3	155/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	156									
13	13	48	48	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	157									
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	158									
14	14	157/3	157/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	159		articTenutoBelow							
14	14	158/3	158/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	160		articTenutoBelow							
14	14	53	53	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	161		articTenutoAbove							
14	14	160/3	160/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	162		articTenutoAbove							
14	14	161/3	161/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	163		articTenutoAbove							
14	14	54	54	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	164									
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	165							22		
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	166							22		
14	14	54	54	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	167							22		
14	14	163/3	163/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	168							22		
14	14	164/3	164/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	169							22		
14	14	55	55	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	170							22		
14	14	167/3	167/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	171									
14	14	52	52	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	172									
14	14	54	54	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	173									
15	15	169/3	169/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	174		articStaccatoBelow					23		
15	15	170/3	170/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	175		articStaccatoBelow					23		
15	15	57	57	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	176		articStaccatoBelow					23		
15	15	172/3	172/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	177		articStaccatoBelow					23		
15	15	173/3	173/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	178							23		
15	15	58	58	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	179									
15	15	175/3	175/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	180		articAccentBelow							
15	15	176/3	176/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	181									
15	15	59	59	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	182									
15	15	178/3	178/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	183		articAccentBelow							
15	15	179/3	179/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	184									
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	185							24		
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	186									
15	15	59	59	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	187									
15	15	56	56	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	188									
15	15	56	56	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	189									
15	15	58	58	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	190									
16	16	60	60	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	191									
16	16	181/3	181/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	192		articAccentBelow							
16	16	182/3	182/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	193									
16	16	61	61	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	194									
16	16	184/3	184/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	195		articAccentBelow							
16	16	185/3	185/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	196									
16	16	62	62	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	197							25		
16	16	188/3	188/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	198									
16	16	63	63	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	199							26		
16	16	191/3	191/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	200									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	201									
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	202									
16	16	61	61	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	203									
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	204									
17	17	64	64	0.0	0	0	Dynamic	4/4	1	1	0					p								
17	17	193/3	193/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	205							27		
17	17	194/3	194/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	206							27		
17	17	65	65	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	207							27		
17	17	196/3	196/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	208							27		
17	17	197/3	197/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	209									
17	17	66	66	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	210							28		
17	17	200/3	200/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	211									
17	17	67	67	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	212							29		
17	17	203/3	203/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	213									
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	214									
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	215									
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	216									
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	217									
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	218									
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	219									
18	18	70	70	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	220							30		
18	18	211/3	211/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	221							30		
18	18	212/3	212/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	222									
18	18	71	71	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	223							31		
18	18	215/3	215/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	224									
18	18	205/3	205/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	225							32		
18	18	206/3	206/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	226							32		
18	18	69	69	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	227							32		
18	18	208/3	208/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	228							32		
18	18	209/3	209/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	229									
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	230		articAccentBelow					33		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	231									
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	232									
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	233									
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	234									
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	235									
19	19	217/3	217/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	236							34		
19	19	218/3	218/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	237							34		
19	19	73	73	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	238							34		
19	19	220/3	220/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	239							34		
19	19	221/3	221/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	240									
19	19	74	74	0.6666666666666666	1/2	1/2	Chord	4/4	1	1	1/6		1/4	2/3	241							35		
19	19	224/3	224/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	242									
19	19	75	75	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	243							36		
19	19	227/3	227/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	244									
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	245									
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	246									
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	247									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	248									
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	249									
20	20	77	77	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	250									
20	20	78	78	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	251							37		
20	20	235/3	235/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	252							37		
