mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
20	20	236/3	236/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	253									
20	20	79	79	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	254							38		
20	20	239/3	239/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	255									
20	20	229/3	229/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	256							39		
20	20	230/3	230/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	257							39		
20	20	77	77	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	258							39		
20	20	232/3	232/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	259							39		
20	20	233/3	233/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	260									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	261		articAccentBelow					40		
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	262									
20	20	76	76	0.0	0	0	StaffText	4/4	2	1	0							poco cresc.						
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	263									
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	264									
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	265									
20	20	79	79	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	266									
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	267									
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	268									
21	21	82	82	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	269							41		
21	21	247/3	247/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	270							41		
21	21	248/3	248/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	271									
21	21	83	83	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	272							42		
21	21	251/3	251/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	273									
21	21	241/3	241/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	2	1/12		1/8	2/3	274							43		
21	21	242/3	242/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	2	1/12		1/8	2/3	275							43		
21	21	81	81	0.3333333333333333	1/4	1/4	Chord	4/4	1	2	1/12		1/8	2/3	276							43		
21	21	244/3	244/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	2	1/12		1/8	2/3	277							43		
21	21	245/3	245/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	2	1/12		1/8	2/3	278									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	279		articAccentBelow							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	280									
21	21	80	80	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	281									
21	21	81	81	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	282									
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	283									
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	284									
22	22	84	84	0.0	0	0	Dynamic	4/4	1	1	0					mf								
22	22	253/3	253/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	285							44		
22	22	254/3	254/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	286									
22	22	85	85	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	287							45		
22	22	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	288									
22	22	86	86	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	289							46		
22	22	259/3	259/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	290							46		
22	22	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	291									
22	22	87	87	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	292							47		
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	293									
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	294									
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	295									
22	22	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	296							48		
22	22	87	87	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	297							48		
22	22	262/3	262/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	298							48		
22	22	263/3	263/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	299									
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	300									
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	301									
23	23	265/3	265/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	302							49		
23	23	266/3	266/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	303									
23	23	89	89	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	304							50		
23	23	269/3	269/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	305									
23	23	90	90	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	306							51		
23	23	271/3	271/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	307							51		
23	23	272/3	272/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	308									
23	23	91	91	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	309							52		
23	23	275/3	275/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	310									
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	311							53		
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	312									
23	23	272/3	272/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	313							54		
23	23	91	91	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	314							54		
23	23	274/3	274/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	315							54		
23	23	275/3	275/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	316									
23	23	88	88	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	317									
23	23	88	88	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	318									
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	319									
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	320									
24	24	277/3	277/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	321							55		
24	24	278/3	278/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	322									
24	24	93	93	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	323							56		
24	24	281/3	281/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	324									
24	24	94	94	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	325		articAccentAbove					57		
24	24	283/3	283/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	326							57		
24	24	284/3	284/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	327									
24	24	95	95	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	328		articAccentAbove					58		
24	24	286/3	286/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	329							58		
24	24	287/3	287/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	330									
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	331							59		
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	332									
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	333									
24	24	92	92	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	334									
24	24	92	92	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	335									
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	336									
25	25	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	337							60		
25	25	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	338									
25	25	97	97	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	339							61		
25	25	292/3	292/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	340							61		
25	25	293/3	293/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	341									
25	25	98	98	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	342							62		
25	25	295/3	295/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	343							62		
25	25	296/3	296/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	344									
25	25	99	99	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	345							63		
25	25	299/3	299/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	346									
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	347									
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	348									
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	349									
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	350									
26	26	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	351							64		
26	26	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	352									
26	26	101	101	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	353							65		
26	26	305/3	305/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	354									
26	26	102	102	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	355							66		
26	26	307/3	307/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	356							66		
26	26	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	357									
26	26	103	103	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	358							67		
26	26	311/3	311/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	359									
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	360									
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	361									
26	26	308/3	308/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	362							68		
26	26	103	103	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	363							68		
26	26	310/3	310/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	364							68		
26	26	311/3	311/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	365									
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	366									
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	367									
27	27	313/3	313/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	368							69		
27	27	314/3	314/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	369							69		
27	27	105	105	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	370							69		
27	27	317/3	317/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	371									
27	27	106	106	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	372							70		
27	27	319/3	319/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	373							70		
27	27	320/3	320/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	374									
27	27	107	107	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	375							71		
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	376									
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	377							72		
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	378									
27	27	320/3	320/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	379							73		
27	27	107	107	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	380							73		
27	27	322/3	322/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	381							73		
27	27	323/3	323/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	382									
27	27	104	104	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	383									
27	27	104	104	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	384									
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	385									
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	386									
28	28	325/3	325/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	387							74		
28	28	326/3	326/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	388									
28	28	109	109	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	389							75		
28	28	329/3	329/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	390									
28	28	110	110	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	391		articAccentAbove					76		
28	28	331/3	331/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	392							76		
28	28	332/3	332/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	393									
28	28	111	111	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	394		articAccentAbove					77		
28	28	334/3	334/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	395							77		
28	28	335/3	335/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	396									
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	397							78		
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	398									
28	28	111	111	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	399									
28	28	108	108	0.0	0	0	Chord	4/4	2	2	0	acciaccatura	1/8	1	400									
28	28	108	108	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	401									
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	402									
29	29	337/3	337/3	0.0	1/12	1/12	Spanner	4/4	1	1	0													1
29	29	337/3	337/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	403							79		1
29	29	338/3	338/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	404									1
29	29	113	113	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	405							80		1
29	29	340/3	340/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	406							80		1
29	29	341/3	341/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	407									1
29	29	114	114	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	408							81		1
29	29	343/3	343/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	409							81		1
29	29	344/3	344/3	0.0	2/3	2/3	Spanner	4/4	1	1	0													
29	29	344/3	344/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	410									
29	29	115	115	0.6666666666666666	3/4	3/4	Chord	4/4	1	1	1/6		1/4	2/3	411							82		
29	29	347/3	347/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	412									
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	413									
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	414									
29	29	114	114	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	415									
29	29	115	115	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	416									
30	30	349/3	349/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	417							83		
30	30	350/3	350/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	418									
30	30	117	117	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	419							84		
30	30	353/3	353/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	420									
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	421									
30	30	116	116	0.0	0	0	Dynamic	4/4	1	2	0					p								
30	30	116	116	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	422							85		
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	423									
30	30	118	118	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	424							86		
30	30	355/3	355/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	425							86		
30	30	356/3	356/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	426							86		
30	30	119	119	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	427							86		
30	30	359/3	359/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	428									
30	30	116	116	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	429							87		
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	430									
31	31	361/3	361/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	431							88		
31	31	362/3	362/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	432									
31	31	121	121	0.6666666666666666	1/4	1/4	Chord	4/4	1	1	1/6		1/4	2/3	433							89		
31	31	365/3	365/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	434									
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	435									
31	31	120	120	0.0	0	0	Dynamic	4/4	1	2	0					p								
31	31	120	120	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	436							90		
31	31	120	120	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	437									
31	31	122	122	0.0	1/2	1/2	Spanner	4/4	2	1	0												0	
31	31	122	122	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	438							91	0	
31	31	367/3	367/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	439							91	0	
31	31	368/3	368/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	440							91	0	
31	31	123	123	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	441							91	0	
31	31	371/3	371/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	442								0	
31	31	120	120	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	443							92	0	
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	444								0	
32	32	124	124	0.0	0	0	StaffText	4/4	1	1	0							rit.						
32	32	124	124	0.6666666666666666	0	0	Chord	4/4	2	1	1/6		1/4	2/3	445							93	0	
32	32	374/3	374/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	446								0	
32	32	125	125	0.6666666666666666	1/4	1/4	Chord	4/4	2	1	1/6		1/4	2/3	447							94	0	
32	32	377/3	377/3	0.0	5/12	5/12	Spanner	4/4	2	1	0													
32	32	377/3	377/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	448									
32	32	126	126	0.0	1/2	1/2	Spanner	4/4	2	1	0													2
32	32	126	126	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	449							95		2
32	32	379/3	379/3	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	450							95		2
32	32	380/3	380/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	451							95		2
32	32	127	127	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	452							95		2
32	32	382/3	382/3	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	453							95		2
32	32	383/3	383/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	454							95		2
33	33	128	128	0.6666666666666666	0	0	Chord	4/4	2	1	1/6		1/4	2/3	455							95		2
33	33	386/3	386/3	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	456							95		2
33	33	129	129	0.6666666666666666	1/4	1/4	Chord	4/4	2	1	1/6		1/4	2/3	457							95		2
33	33	389/3	389/3	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	458							95		2
33	33	130	130	0.6666666666666666	1/2	1/2	Chord	4/4	2	1	1/6		1/4	2/3	459							95		2
33	33	392/3	392/3	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	460							95		2
33	33	131	131	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	461							95		2
33	33	395/3	395/3	0.0	11/12	11/12	Spanner	4/4	2	1	0													
33	33	395/3	395/3	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	462									
34	34	132	132	0.0	0	0	Dynamic	4/4	1	1	0					p								
34	34	132	132	0.0	0	0	StaffText	4/4	1	1	0							a tempo						
34	34	133	133	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	463							96		
34	34	135	135	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	464							96		
34	34	132	132	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	465									
34	34	134	134	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	466									
34	34	132	132	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	467									
34	34	134	134	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	468									
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	469							96		
35	35	273/2	273/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	470							96		
35	35	137	137	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	471							96		
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	472									
35	35	138	138	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	473							97		
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	474							97		
35	35	136	136	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	475									
35	35	138	138	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	476									
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	477									
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	478							98		
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	479							99		
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	480							99		
36	36	140	140	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	481									
36	36	141	141	2.0	1/4	1/4	Chord	4/4	1	1	1/2		1/2	1	482		articAccentAbove					100		
36	36	143	143	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	483							100		
36	36	140	140	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	484									
36	36	142	142	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	485									
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	486									
36	36	142	142	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	487									
36	36	140	140	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	488									
37	37	144	144	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	489									
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	490							101		
37	37	145	145	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	491							101		
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	492									
